,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,flow_chg,flow_chg_percent,stage_chg,stage_chg_percent,USGSstationID,location name,proximity,river/water-body name,nws shef id,location type,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum,site_no_shift,stage_chg_percent_shift,river/water-body name_shift
7006,50110650.0,RIO JACAGUAS ABV LAGO GUAYABAL,18.1146,-66.5043,21010004.0,AST,14.4,cfs,2022-08-14 18:30:00,4.11,ft,2022-08-14 18:30:00,-0.9,-5.88,-0.02,-0.48,50110650.0,Lago Guayabal,above,Rio Jacaguas,jlgp4,River Stage/Flow Location,50110650.0,18.114605,66.504264,sju,serfc,pr,149.0,Caribbean Region,AST,No,375,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=jlgp4,,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,375.0,,375,,,50111500.0,-0.46,Rio Jacaguas
7008,50111500.0,"RIO JACAGUAS AT JUANA DIAZ, PR",18.0523,-66.5106,21010004.0,AST,0,cfs,2022-08-14 18:00:00,4.32,ft,2022-08-14 18:00:00,,,-0.02,-0.46,50111500.0,Juana Diaz,at,Rio Jacaguas,juap4,River Stage/Flow Location,50111500.0,18.052316,66.510642,sju,serfc,pr,75.0,Caribbean Region,AST,No,131,10.0,14.0,20.0,26.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=juap4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,131.0,,131,,,50027000.0,0.26,Rio Limon
6951,50027000.0,"RIO LIMON ABV LAGO DOS BOCAS, PR",18.3241,-66.6206,21010002.0,AST,22,cfs,2022-08-14 18:30:00,7.61,ft,2022-08-14 18:30:00,1.7,8.37,0.02,0.26,50027000.0,Lago Dos Bocas,above,Rio Limon,arhp4,River Stage/Flow Location,50027000.0,18.324101,66.620645,sju,serfc,pr,141.0,Caribbean Region,AST,No,328,10.0,14.5,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=arhp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,328.0,,328,,,50100450.0,7.57,Rio Majada
7004,50100450.0,"RIO MAJADA AT LA PLENA, PR",18.0427,-66.2071,21010004.0,AST,0.08,cfs,2022-08-14 18:00:00,1.99,ft,2022-08-14 18:00:00,0.08,,0.14,7.57,50100450.0,La Plena,at,Rio Majada,samp4,River Stage/Flow Location,50100450.0,18.042741,66.207112,sju,serfc,pr,123.0,Caribbean Region,AST,No,425,7.0,10.0,13.0,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=samp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,425.0,,425,,,50065500.0,-0.52,Rio Mameyes
6991,50065500.0,"RIO MAMEYES NR SABANA, PR",18.3268,-65.7504,21010005.0,AST,15.1,cfs,2022-08-14 18:00:00,1.9,ft,2022-08-14 18:00:00,-0.5,-3.21,-0.01,-0.52,50065500.0,Sabana,near,Rio Mameyes,msap4,River Stage/Flow Location,50065500.0,18.326822,65.750421,sju,serfc,pr,119.0,Caribbean Region,AST,No,275,5.0,9.0,11.0,13.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=msap4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,275.0,,275,,,50093000.0,-0.13,Rio Marin
7002,50093000.0,"RIO MARIN NR PATILLAS, PR",18.0358,-66.0093,21010004.0,AST,5.92,cfs,2022-08-14 18:45:00,7.85,ft,2022-08-14 18:45:00,-0.21,-3.43,-0.01,-0.13,50093000.0,Patillas,near,Rio Marin,panp4,River Stage/Flow Location,50093000.0,18.035798,66.009331,sju,serfc,pr,109.0,Caribbean Region,AST,No,295,12.0,14.0,16.0,19.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=panp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,295.0,,295,,,50049100.0,-0.25,Rio Piedras
6972,50049100.0,"RIO PIEDRAS AT HATO REY, PR",18.4076,-66.0689,21010005.0,AST,14,cfs,2022-08-14 18:00:00,4.04,ft,2022-08-14 18:00:00,-0.5,-3.45,-0.01,-0.25,50049100.0,Hato Rey,at,Rio Piedras,rpop4,River Stage/Flow Location,50049100.0,18.407553,66.068944,sju,serfc,pr,127.0,Caribbean Region,AST,No,16,9.0,15.0,17.0,19.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=rpop4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,16.0,,16,,,50114900.0,0.18,Rio Portugues
7012,50114900.0,"RIO PORTUGUES NR TIBES, PR",18.0979,-66.6425,21010004.0,AST,3.09,cfs,2022-08-14 18:00:00,5.5,ft,2022-08-14 18:00:00,0.11,3.69,0.01,0.18,50114900.0,Tibes,near,Rio Portugues,prtp4,River Stage/Flow Location,50114900.0,18.097895,66.642487,sju,serfc,pr,113.0,Caribbean Region,AST,No,820,10.0,14.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=prtp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,820.0,,820,,,8276300.0,-0.16,Rio Pueblo De Taos
5517,8276300.0,"RIO PUEBLO DE TAOS BELOW LOS CORDOVAS, NM",36.3793,-105.668,13020101.0,MST,30.6,cfs,2022-08-14 16:30:00,6.08,ft,2022-08-14 16:30:00,-1.1,-3.47,-0.01,-0.16,8276300.0,Taos,below,Rio Pueblo De Taos,tbcn5,River Stage/Flow Location,8276300.0,36.379444,105.667778,abq,wgrfc,nm,55.0,Rio Grande Region,MST,No,6650 ft,10.5,12.0,14.0,16.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=tbcn5,hgirg,Yes,W,0 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,No,,,,NGVD 1929,6650.0,,6650 ft,,,8353000.0,1.58,Rio Puerco
5538,8353000.0,"RIO PUERCO NEAR BERNARDO, NM",34.4103,-106.854,13020204.0,MST,104,cfs,2022-08-14 16:00:00,8.34,ft,2022-08-14 16:00:00,6.3,6.45,0.13,1.58,8353000.0,Bernardo,near,Rio Puerco,bndn5,River Stage/Flow Location,8353000.0,34.410278,106.854444,abq,wgrfc,nm,0.0,Rio Grande Region,MST,No,4722.34 ft,18.0,19.5,23.0,27.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=bndn5,hgirg,Yes,W,0 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,No,,,,NGVD 1929,4722.34,,4722.34 ft,,,50136400.0,1.81,Rio Rosario
7017,50136400.0,"RIO ROSARIO NR HORMIGUEROS, PR",18.1581,-67.0854,21010003.0,AST,42.8,cfs,2022-08-14 18:30:00,2.25,ft,2022-08-14 18:30:00,3.6,9.18,0.04,1.81,50136400.0,Hormigueros,near,Rio Rosario,mayp4,River Stage/Flow Location,50136400.0,18.158099,67.085388,sju,serfc,pr,67.0,Caribbean Region,AST,No,164,6.0,9.5,13.0,16.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=mayp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,164.0,,164,,,8387000.0,-0.4,Rio Ruidoso
5553,8387000.0,"RIO RUIDOSO AT HOLLYWOOD, NM",33.3267,-105.625,13060008.0,MST,26.6,cfs,2022-08-14 16:40:00,2.48,ft,2022-08-14 16:40:00,-0.8,-2.92,-0.01,-0.4,8387000.0,Hollywood,at,Rio Ruidoso,ruhn5,River Stage/Flow Location,8387000.0,33.326667,105.625278,abq,wgrfc,nm,27.0,Rio Grande Region,MST,No,,9.0,10.0,13.0,15.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=ruhn5,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NGVD 1929,6420.0,,,,,50025155.0,9.75,Rio Saliente
6949,50025155.0,"RIO SALIENTE AT COABEY NR JAYUYA, PR",18.2108,-66.5628,21010002.0,AST,192,cfs,2022-08-14 18:30:00,4.39,ft,2022-08-14 18:30:00,56.0,41.18,0.39,9.75,50025155.0,Coabey,at,Rio Saliente,jayp4,River Stage/Flow Location,50025155.0,18.210829,66.562803,sju,serfc,pr,73.0,Caribbean Region,AST,No,1700,8.0,11.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=jayp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,1700.0,,1700,,,50028000.0,-23.02,Rio Tanama
6954,50028000.0,"RIO TANAMA NR UTUADO, PR",18.2987,-66.7826,21010002.0,AST,681,cfs,2022-08-14 18:30:00,6.72,ft,2022-08-14 18:30:00,-1169.0,-63.19,-2.01,-23.02,50028000.0,Utuado,near,Rio Tanama,uthp4,River Stage/Flow Location,50028000.0,18.298733,66.782634,sju,serfc,pr,141.0,Caribbean Region,AST,No,948,7.0,11.0,14.0,18.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=uthp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,948.0,,948,,,50028400.0,0.27,Rio Tanama
6955,50028400.0,"RIO TANAMA AT CHARCO HONDO, PR",18.4121,-66.7143,21010002.0,AST,43.2,cfs,2022-08-14 18:30:00,3.68,ft,2022-08-14 18:30:00,0.5,1.17,0.01,0.27,50028400.0,Charco Hondo,at,Rio Tanama,ardp4,River Stage/Flow Location,50028400.0,18.4121,66.714328,sju,serfc,pr,13.0,Caribbean Region,AST,No,48,8.0,11.0,15.0,19.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=ardp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,48.0,,48,,,50110900.0,-6.53,Rio Toa Vaca
7007,50110900.0,"RIO TOA VACA ABV LAGO TOA VACA, PR",18.1245,-66.4574,21010004.0,AST,238,cfs,2022-08-14 18:45:00,3.62,ft,2022-08-14 18:45:00,-99.6,-31.03,-0.25,-6.53,50110900.0,Lago Toa Vaca,above,Rio Toa Vaca,tovp4,River Stage/Flow Location,50110900.0,18.124516,66.457399,sju,serfc,pr,149.0,Caribbean Region,AST,No,558,5.0,8.0,12.0,16.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=tovp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,558.0,,558,,,50053025.0,1.24,Rio Turabo
6977,50053025.0,"RIO TURABO ABV BORINQUEN, PR",18.1602,-66.0396,21010005.0,AST,12,cfs,2022-08-14 18:35:00,4.12,ft,2022-08-14 18:35:00,1.28,12.83,0.05,1.24,50053025.0,Borinquen,above,Rio Turabo,cakp4,River Stage/Flow Location,50053025.0,18.160237,66.039609,sju,serfc,pr,25.0,Caribbean Region,AST,No,492,9.0,12.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=cakp4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,,,,NGVD29,492.0,,492,,,4176500.0,-0.43,River Raisin
2938,4176500.0,"RIVER RAISIN NEAR MONROE, MI",41.9606,-83.531,4100002.0,EST,175,cfs,2022-08-14 16:45:00,2.31,ft,2022-08-14 16:45:00,-3.0,-1.69,-0.01,-0.43,4176500.0,GRAPE,at,River Raisin,gpem4,River Stage/Flow Location,4176500.0,41.960556,83.531111,dtx,ncrfc,mi,115.0,Great Lakes Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=dtx&gage=gpem4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,Yes,No,,,,,616.26,,,,,2054500.0,0.61,Roanoke River
887,2054500.0,"ROANOKE RIVER AT LAFAYETTE, VA",37.2365,-80.2092,3010101.0,EST,69.3,cfs,2022-08-14 18:50:00,1.65,ft,2022-08-14 18:50:00,1.8,2.67,0.01,0.61,2054500.0,Lafayette,at,Roanoke River,laav2,River Stage/Flow Location,2054500.0,37.236389,80.209444,rnk,serfc,va,121.0,South Atlantic-Gulf Region,EST,No,,6.0,8.0,11.0,13.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=laav2,hgirg,Yes,W,,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD1929,1174.47,,,,,2054750.0,-0.23,Roanoke River
889,2054750.0,"ROANOKE RIVER AT ROUTE 117 AT ROANOKE, VA",37.2716,-80.0079,3010101.0,EST,0,,0000-00-00 00:00:00,4.26,ft,2022-08-14 18:00:00,,,-0.01,-0.23,2054750.0,Roanoke River at Route 117 at Roanoke,at,Roanoke River,rorv2,River Stage/Flow Location,2054750.0,37.271556,80.007889,rnk,serfc,va,770.0,South Atlantic-Gulf Region,EST,No,,14.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=rorv2,hgirg,Yes,W,0 Feet,Data Point,No,No,No,US Geological Survey,Yes,No,,,,NAVD88,949.9,949.9,,,,2055000.0,2.08,Roanoke River
890,2055000.0,"ROANOKE RIVER AT ROANOKE, VA",37.2585,-79.9387,3010101.0,EST,114,cfs,2022-08-14 18:50:00,0.98,ft,2022-08-14 18:50:00,4.0,3.64,0.02,2.08,2055000.0,Roanoke,at,Roanoke River,ronv2,River Stage/Flow Location,2055000.0,37.258333,79.938889,rnk,serfc,va,161.0,South Atlantic-Gulf Region,EST,No,906.84 ft,6.0,10.0,12.0,16.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=ronv2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,No,NGVD 1929,906.542,906.36 ft,906.84 ft,,,2056000.0,0.48,Roanoke River
892,2056000.0,"ROANOKE RIVER AT NIAGARA, VA",37.2551,-79.8714,3010101.0,EST,211,cfs,2022-08-14 18:45:00,2.09,ft,2022-08-14 18:45:00,2.0,0.96,0.01,0.48,2056000.0,Niagara,at,Roanoke River,niav2,River Stage/Flow Location,2056000.0,37.255,79.871667,rnk,serfc,va,,South Atlantic-Gulf Region,EST,No,,11.0,13.0,15.0,18.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=niav2,hgirg,Yes,W,,Data Point,No,No,No,US Geological Survey,Yes,No,,,,NAVD88,819.5,,,,,2062500.0,0.22,Roanoke River
899,2062500.0,"ROANOKE (STAUNTON) RIVER AT BROOKNEAL, VA",37.0394,-78.9457,3010102.0,EST,971,cfs,2022-08-14 18:45:00,4.52,ft,2022-08-14 18:45:00,8.0,0.83,0.01,0.22,2062500.0,Brookneal,at,Roanoke River,brov2,River Stage/Flow Location,2062500.0,37.039444,78.945722,rnk,serfc,va,0.0,South Atlantic-Gulf Region,EST,No,351.96 ft,20.0,23.0,27.0,30.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=brov2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NAVD88,351.08,351.08,351.96 ft,,,2079500.0,5.97,Roanoke River
921,2079500.0,"ROANOKE RIVER AT BUGGS ISLAND, VA",36.6032,-78.2978,3010106.0,EST,0,,0000-00-00 00:00:00,3.55,ft,2022-08-14 18:15:00,,,0.2,5.97,2079500.0,BUGGS ISLAND,at,Roanoke River,bugv2,River Stage/Flow Location,2079500.0,36.603056,78.298056,akq,serfc,va,117.0,South Atlantic-Gulf Region,EST,No,196.72,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=bugv2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,196.72,,196.72,,,2080500.0,-19.49,Roanoke River
923,2080500.0,"ROANOKE RIVER AT ROANOKE RAPIDS, NC",36.46,-77.6336,3010107.0,EST,6740,cfs,2022-08-14 18:45:00,5.04,ft,2022-08-14 18:45:00,-3960.0,-37.01,-1.22,-19.49,2080500.0,Roanoke Rapids,at,Roanoke River,rrdn7,River Stage/Flow Location,2080500.0,36.460278,77.634444,rah,serfc,nc,83.0,South Atlantic-Gulf Region,EST,No,,9.0,9.0,12.0,15.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=rrdn7,hgirg,Yes,W,0 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NAVD88,42.8,42.8,,,,2081000.0,0.84,Roanoke River
924,2081000.0,"ROANOKE RIVER NEAR SCOTLAND NECK, NC",36.2092,-77.3839,3010107.0,EST,0,,0000-00-00 00:00:00,5.98,ft,2022-08-14 18:00:00,,,0.05,0.84,2081000.0,Scotland Neck,near,Roanoke River,scon7,River Stage/Flow Location,2081000.0,36.209167,77.383889,rah,serfc,nc,83.0,South Atlantic-Gulf Region,EST,No,,28.0,28.0,31.0,34.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=scon7,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NAVD88,4.85,4.85,,,,2081028.0,-1.21,Roanoke River
925,2081028.0,"ROANOKE RIVER AT HAMILTON, NC",35.9475,-77.2025,3010107.0,EST,0,,0000-00-00 00:00:00,4.07,ft,2022-08-14 18:30:00,,,-0.05,-1.21,2081028.0,Hamilton,at,Roanoke River,hmln7,River Stage/Flow Location,2081028.0,35.9475,77.2025,mhx,serfc,nc,0.0,South Atlantic-Gulf Region,EST,No,0,18.0,19.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mhx&gage=hmln7,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,0.0,-1.1,0,,,2081054.0,0.2,Roanoke River
926,2081054.0,"ROANOKE RIVER AT WILLIAMSTON, NC",35.8597,-77.0403,3010107.0,EST,0,,0000-00-00 00:00:00,5.13,ft,2022-08-14 18:00:00,,,0.01,0.2,2081054.0,Williamston,at,Roanoke River,wlln7,River Stage/Flow Location,2081054.0,35.859722,77.040278,mhx,serfc,nc,0.0,South Atlantic-Gulf Region,EST,Yes,,10.5,12.0,13.0,15.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mhx&gage=wlln7,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,,-2.86,-2.87 ft,,,,2081094.0,5.1,Roanoke River
927,2081094.0,"ROANOKE RIVER AT JAMESVILLE, NC",35.8131,-76.8928,3010107.0,EST,0,,0000-00-00 00:00:00,1.65,ft,2022-08-14 18:00:00,,,0.08,5.1,2081094.0,Jamesville,at,Roanoke River,jamn7,River Stage/Flow Location,2081094.0,35.813056,76.892778,mhx,serfc,nc,0.0,South Atlantic-Gulf Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mhx&gage=jamn7,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,0.0,,,,0,208062765.0,4.01,Roanoke River
7063,208062765.0,"ROANOKE RIVER AT HALIFAX, NC",36.3311,-77.5803,3010107.0,EST,0,,0000-00-00 00:00:00,23.1,ft,2022-08-14 18:15:00,,,0.89,4.01,208062765.0,Halifax,at,Roanoke River,hfxn7,River Stage/Flow Location,208062765.0,36.33111,77.58028,rah,serfc,nc,83.0,South Atlantic-Gulf Region,EST,No,,45.0,47.0,50.0,53.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=hfxn7,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,-1.0,,,,0 ft,208114150.0,4.02,Roanoke River
7065,208114150.0,"ROANOKE RIVER AT NC 45 NR WESTOVER, NC",35.915,-76.7228,3010107.0,EST,0,,0000-00-00 00:00:00,1.81,ft,2022-08-14 18:45:00,,,0.07,4.02,208114150.0,Westover,near,Roanoke River,wesn7,River Stage/Flow Location,208114150.0,35.915,76.722778,mhx,serfc,nc,0.0,South Atlantic-Gulf Region,EST,No,0,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mhx&gage=wesn7,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,0.0,,0,,,9085000.0,-0.49,Roaring Fork River (CO)
5621,9085000.0,"ROARING FORK RIVER AT GLENWOOD SPRINGS, CO.",39.5467,-107.331,14010001.0,MST,677,cfs,2022-08-14 16:45:00,2.03,ft,2022-08-14 16:45:00,-6.0,-0.88,-0.01,-0.49,9085000.0,Glenwood Springs,at,Roaring Fork River (CO),gwsc2,River Stage/Flow Location,9085000.0,39.546667,107.330833,gjt,cbrfc,co,45.0,Upper Colorado Region,MST,No,,9.0,9.3,14.0,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=gwsc2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,5723.0,5723,,,,7053710.0,-0.3,Roark Creek
4547,7053710.0,"Roark Creek at Branson, MO",36.6522,-93.2639,11010003.0,CST,5.98,cfs,2022-08-14 17:55:00,3.35,ft,2022-08-14 17:55:00,-0.35,-5.53,-0.01,-0.3,7053710.0,Branson,at,Roark Creek,rcbm7,River Stage/Flow Location,7053710.0,36.6522,93.2638,sgf,lmrfc,mo,213.0,Missouri Region,CST,No,,7.0,9.0,12.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=rcbm7,hgirg,Yes,W,2.5 Feet,No routine,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,762.0,762,,,,6169500.0,-0.43,Rock Creek (NE MT)
3855,6169500.0,Rock Creek bl Horse Creek nr int'l boundary,48.9694,-106.84,10050015.0,MST,0.05,cfs,2022-08-14 16:30:00,2.3,ft,2022-08-14 16:30:00,-0.02,-28.57,-0.01,-0.43,6169500.0,Opheim,near,Rock Creek (NE MT),orhm8,River Stage/Flow Location,6169500.0,48.969444,106.838889,ggw,mbrfc,mt,105.0,Missouri Region,MST,No,2530,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ggw&gage=orhm8,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,,2530.0,,2530,,2530,5424157.0,-0.13,Rock River
3421,5424157.0,"ROCK RIVER NEAR LEBANON, WI",43.2619,-88.5743,7090001.0,CST,0,,0000-00-00 00:00:00,7.6,ft,2022-08-14 17:00:00,,,-0.01,-0.13,5424157.0,Lebanon-3 E-Hwy MM bridge,at,Rock River,lebw3,River Stage/Flow Location,5424157.0,43.26191,88.57425,mkx,ncrfc,wi,27.0,Upper Mississippi Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mkx&gage=lebw3,hgirp,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,840.0,,,,,5427530.0,-1.64,Rock River
3430,5427530.0,"ROCK RIVER AT NEWVILLE, WI",42.83,-89.0214,7090001.0,CST,1270,cfs,2022-08-14 17:00:00,3,ft,2022-08-14 17:00:00,-220.0,-14.77,-0.05,-1.64,5427530.0,Newville,at,Rock River,nvew3,River Stage/Flow Location,5427530.0,42.829444,89.020556,mkx,ncrfc,wi,105.0,Upper Mississippi Region,CST,No,773.26 ft,5.5,6.5,7.5,8.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mkx&gage=nvew3,hpirp,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,773.5,773.5 ft,773.26 ft,,,5430500.0,-0.22,Rock River
3436,5430500.0,"ROCK RIVER AT AFTON, WI",42.6136,-89.0717,7090001.0,CST,1930,cfs,2022-08-14 17:00:00,4.59,ft,2022-08-14 17:00:00,-10.0,-0.52,-0.01,-0.22,5430500.0,Afton,at,Rock River,aftw3,River Stage/Flow Location,5430500.0,42.613611,89.071667,mkx,ncrfc,wi,105.0,Upper Mississippi Region,CST,Yes,742.36 ft,8.0,9.0,11.1,12.2,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mkx&gage=aftw3,hgirp,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,742.14,742.14 ft,742.36 ft,,,5437500.0,-0.25,Rock River
3444,5437500.0,"ROCK RIVER AT ROCKTON, IL",42.4503,-89.0725,7090005.0,CST,10100,cfs,2022-08-14 16:30:00,7.94,ft,2022-08-14 16:30:00,-100.0,-0.98,-0.02,-0.25,5437500.0,Rockton,at,Rock River,roki2,River Stage/Flow Location,5437500.0,42.450278,89.0725,lot,ncrfc,il,201.0,Upper Mississippi Region,CST,No,,8.5,10.0,11.0,14.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=roki2,hgirg,Yes,W,2 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,707.75,707.75,,,,5437610.0,0.14,Rock River
3445,5437610.0,"ROCK RIVER AT LATHAM PARK, IL",42.3689,-89.0586,7090005.0,CST,0,,0000-00-00 00:00:00,6.96,ft,2022-08-14 16:30:00,,,0.01,0.14,5437610.0,Latham Park,at,Rock River,lati2,River Stage/Flow Location,5437610.0,42.368633,89.057261,lot,ncrfc,il,201.0,Upper Mississippi Region,CST,No,,8.0,9.0,11.0,13.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=lati2,hgirg,Yes,W,2.5 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,698.74,698.74,,,,5437645.0,-1.77,Rock River
3447,5437645.0,"ROCK RIVER ABOVE DAM AT ROCKFORD, IL",42.2665,-89.096,7090005.0,CST,0,,0000-00-00 00:00:00,2.22,ft,2022-08-14 16:00:00,,,-0.04,-1.77,5437645.0,Rockford (Fordam Dam),at,Rock River,rfdi2,River Stage/Flow Location,5437645.0,42.266528,89.096028,lot,ncrfc,il,201.0,Upper Mississippi Region,CST,No,700,3.5,4.0,5.0,6.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=rfdi2,hgirg,Yes,W,1 Feet,No routine,Yes,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,700.19,700.19,700,,,5440700.0,-0.11,Rock River
