,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,flow_chg,flow_chg_percent,stage_chg,stage_chg_percent,USGSstationID,location name,proximity,river/water-body name,nws shef id,location type,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum,site_no_shift,stage_chg_percent_shift,river/water-body name_shift,jam_status
1446,2323566.0,MANATEE SPRING NR CHIEFLAND FLA,29.4897,-82.9768,3110205.0,EST,151,cfs,2022-08-14 18:15:00,3,ft,2022-08-14 18:30:00,-3.0,-1.95,0.12,4.17,2323566.0,Manatee Springs - Source (in NAVD88),at,Suwannee River,mspf1,River Stage/Flow Location,2323566.0,29.49,82.976944,tae,serfc,fl,29.0,South Atlantic-Gulf Region,EST,No,0,5.0,7.0,10.0,12.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=mspf1,hgirg,Yes,W,1 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,0.0,,0,,,2323592.0,-9.45,Suwannee River,jam
1753,2473500.0,"TALLAHALA CREEK AT LAUREL, MS",31.6808,-89.1156,3170005.0,CST,113,cfs,2022-08-14 17:45:00,1.47,ft,2022-08-14 17:45:00,4.0,3.67,0.05,3.52,2473500.0,Laurel,at,Tallahala Creek,lurm6,River Stage/Flow Location,2473500.0,31.6808,89.1155,jan,lmrfc,ms,67.0,South Atlantic-Gulf Region,CST,No,201.37 ft,12.0,13.0,16.5,19.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=lurm6,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,U.S. Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 1929,201.37,,201.37 ft,,,2474500.0,-0.75,Tallahala Creek,jam
2420,3330500.0,"TIPPECANOE RIVER AT OSWEGO, IN",41.3206,-85.7892,5120106.0,EST,62.4,cfs,2022-08-14 17:45:00,5.72,ft,2022-08-14 17:45:00,0.8,1.3,0.01,0.18,3330500.0,Oswego,at,Tippecanoe River,owgi3,River Stage/Flow Location,3330500.0,41.320556,85.789167,iwx,ohrfc,in,85.0,Ohio Region,EST,No,,7.0,7.5,8.0,9.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=owgi3,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,the USGS (03330500),Yes,No,,,,NAVD88,829.59,829.59,,,,3331500.0,-0.16,Tippecanoe River,jam
1714,2433500.0,"TOMBIGBEE RIVER AT BIGBEE, MS",34.0114,-88.5136,3160101.0,CST,232,cfs,2022-08-14 17:30:00,3.57,ft,2022-08-14 17:30:00,19.0,8.92,0.09,2.59,2433500.0,Bigbee,at,Tombigbee River,bgbm6,River Stage/Flow Location,2433500.0,34.011389,88.513611,meg,serfc,ms,,South Atlantic-Gulf Region,CST,No,190 ft,13.0,14.0,23.0,26.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=meg&gage=bgbm6,hgirg,Yes,W,,Year-round,No,No,Yes,US Geological Survey,No,Yes,Yes,No,Yes,NGVD 1929,190.0,,190 ft,,,2437000.0,-0.17,Tombigbee River,jam
1722,2447025.0,"TOMBIGBEE R AT HEFLIN L&D NR GAINESVILLE, AL",32.8482,-88.1561,3160106.0,CST,1290,cfs,2022-08-14 17:45:00,109.39,ft,2022-08-14 17:45:00,10.0,0.78,0.01,0.01,2447025.0,Gainesville Lock and Dam,at,Tombigbee River,gnsa1,River Stage/Flow Location,2447025.0,32.852222,88.154167,bmx,serfc,al,0.0,South Atlantic-Gulf Region,CST,No,,101.0,101.0,110.0,118.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=gnsa1,htirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD 1929,0.0,,,,0 ft,2467000.0,-0.04,Tombigbee River,jam
5141,8062500.0,"Trinity Rv nr Rosser, TX",32.4265,-96.463,12030105.0,CST,698,cfs,2022-08-14 17:30:00,3.12,ft,2022-08-14 17:30:00,31.0,4.65,0.04,1.3,8062500.0,Rosser,near,Trinity River,rsrt2,River Stage/Flow Location,8062500.0,32.426389,96.462778,fwd,wgrfc,tx,0.0,Texas-Gulf Region,CST,No,297.65 ft,20.0,31.0,36.0,38.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=rsrt2,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,USGS NAD 1929,297.65,,297.65 ft,,,8062700.0,-0.5,Trinity River,jam
5155,8066190.0,"Livingston Res nr Goodrich, TX",30.6335,-95.0102,12030202.0,CST,0,,0000-00-00 00:00:00,128.91,ft,2022-08-14 17:15:00,,,0.01,0.01,8066190.0,Lake Livingston,at,Trinity River,lvdt2,River Stage/Flow Location,8066190.0,30.633333,95.01,hgx,wgrfc,tx,373.0,Texas-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=lvdt2,hpirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,0.0,,,,,8066250.0,-0.22,Trinity River,jam
2181,3213700.0,"TUG FORK AT WILLIAMSON, WV",37.6732,-82.2801,5070201.0,EST,756,cfs,2022-08-14 18:00:00,4.32,ft,2022-08-14 18:00:00,12.0,1.61,0.03,0.7,3213700.0,Williamson,at,Tug Fork River,wilw2,River Stage/Flow Location,3213700.0,37.673056,82.280278,rlx,ohrfc,wv,59.0,Ohio Region,EST,No,620.52,25.0,27.0,32.0,42.7,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=wilw2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,619.68,619.68,620.52,,620.9,3214500.0,-0.2,Tug Fork River,jam
1906,3050500.0,"TYGART VALLEY RIVER NEAR ELKINS, WV",38.9237,-79.879,5020001.0,EST,0,,0000-00-00 00:00:00,3.25,ft,2022-08-14 18:30:00,,,0.01,0.31,3050500.0,Elkins,at,Tygart Valley River,elkw2,River Stage/Flow Location,3050500.0,38.923611,79.879167,rlx,ohrfc,wv,83.0,Ohio Region,EST,No,,15.0,17.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=elkw2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,1894.35,1894.35,,1893.95,,3051000.0,-0.26,Tygart Valley River,jam
4670,7166500.0,"VERDIGRIS R NR ALTOONA, KS",37.5298,-95.6747,11070101.0,CST,7.73,cfs,2022-08-14 17:45:00,3.11,ft,2022-08-14 17:45:00,0.59,8.26,0.01,0.32,7166500.0,Altoona,at,Verdigris River,atok1,River Stage/Flow Location,7166500.0,37.52977,95.6744,ict,abrfc,ks,205.0,Arkansas-White-Red Region,CST,No,,15.0,19.0,21.0,26.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=atok1,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NAVD88,796.65,796.650 ft,,,,7170500.0,-0.81,Verdigris River,jam
2399,3322900.0,"WABASH RIVER AT LINN GROVE, IN",40.6439,-85.0309,5120101.0,EST,32.3,cfs,2022-08-14 17:45:00,4.35,ft,2022-08-14 17:45:00,1.1,3.53,0.01,0.23,3322900.0,Linn Grove,at,Wabash River,lyni3,River Stage/Flow Location,3322900.0,40.643889,85.030889,iwx,ohrfc,in,1.0,Ohio Region,EST,No,,9.0,11.0,14.0,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=lyni3,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,the USGS (03322900),Yes,Yes,Yes,Yes,Yes,NAVD88,807.34,807.34,,,,3323500.0,-0.11,Wabash River,jam
2436,3336000.0,"WABASH RIVER AT COVINGTON, IN",40.14,-87.4067,5120108.0,EST,2160,cfs,2022-08-14 17:45:00,5.13,ft,2022-08-14 17:45:00,20.0,0.93,0.03,0.59,3336000.0,Covington,at,Wabash River,cvgi3,River Stage/Flow Location,3336000.0,40.14,87.406667,ind,ohrfc,in,45.0,Ohio Region,EST,No,473.97 ft,11.0,16.0,24.0,29.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=cvgi3,hgir2,Yes,W,1.04 KCFS,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,473.69,473.69 ft,473.97 ft,,,3340500.0,-0.24,Wabash River,jam
2455,3342000.0,"WABASH RIVER AT RIVERTON, IN",39.0203,-87.5686,5120111.0,EST,3570,cfs,2022-08-14 17:00:00,3.75,ft,2022-08-14 17:00:00,40.0,1.13,0.03,0.81,3342000.0,Riverton,at,Wabash River,rvti3,River Stage/Flow Location,3342000.0,39.020278,87.568611,ind,ohrfc,in,153.0,Ohio Region,EST,No,414.65 ft,10.0,15.0,22.0,26.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=rvti3,hgirg,Yes,W,1.56 KCFS,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,414.65,,414.65 ft,,,3377500.0,-0.42,Wabash River,jam
1011,2110704.0,"WACCAMAW RIVER AT CONWAY MARINA AT CONWAY, SC",33.8329,-79.0436,3040206.0,EST,-731,cfs,2022-08-14 18:15:00,8.05,ft,2022-08-14 18:15:00,162.0,-18.14,0.07,0.88,2110704.0,Conway,near,Waccamaw River,cnws1,River Stage/Flow Location,2110704.0,33.832778,79.044167,ilm,serfc,sc,0.0,South Atlantic-Gulf Region,EST,No,-5.06 ft,10.0,11.0,12.0,14.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ilm&gage=cnws1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,Yes,Yes,No,Yes,,-5.06,,-5.06 ft,,,2110802.0,-1.84,Waccamaw River,jam
5893,10301115.0,"WALKER RVR BLW YERINGTON WEIR NR YERINGTON, NV",39.0204,-119.156,16050303.0,PST,39.4,cfs,2022-08-14 15:50:00,1.98,ft,2022-08-14 15:50:00,0.8,2.07,0.01,0.51,10301115.0,Yerington Weir near Yerington,below,Walker River,wryn2,River Stage/Flow Location,10301115.0,39.0203,119.1558,rev,cnrfc,nv,19.0,Great Basin Region,PST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=wryn2,hgirg,Yes,W,0 Feet,No routine,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,4390.0,,,,,10301120.0,-0.15,Walker River,jam
6917,21720698.0,"WANDO RIVER ABOVE MT PLEASANT, SC",32.8591,-79.8962,3050201.0,EST,-35800,cfs,2022-08-14 18:15:00,16.45,ft,2022-08-14 18:15:00,-79800.0,-181.36,0.76,4.84,21720698.0,Mount Pleasant (IN MLLW),above,Wando River,wris1,River Stage/Flow Location,21720698.0,32.858889,79.896389,chs,serfc,sc,19.0,South Atlantic-Gulf Region,EST,No,-2.241,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=chs&gage=wris1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,MLLW,0.0,-3.223,-2.241,-3.104,-6.093,217206962.0,-0.72,Wando River,jam
5850,10136500.0,"WEBER RIVER AT GATEWAY, UT",41.1369,-111.832,16020102.0,MST,348,cfs,2022-08-14 16:30:00,12.99,ft,2022-08-14 16:30:00,5.0,1.46,0.01,0.08,10136500.0,Gateway,near,Weber River,gatu1,River Stage/Flow Location,10136500.0,41.136888,111.832438,slc,cbrfc,ut,29.0,Great Basin Region,MST,No,,16.0,17.0,18.0,19.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=slc&gage=gatu1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,Yes,Yes,No,Yes,NAVD88,4794.09,4794.09,,,,10141000.0,-0.09,Weber River,jam
3661,5540095.0,"WEST BRANCH DU PAGE RIVER NEAR WARRENVILLE, IL",41.8175,-88.1714,7120004.0,CST,46.9,cfs,2022-08-14 16:15:00,7.73,ft,2022-08-14 16:15:00,3.3,7.57,0.03,0.39,5540095.0,Warrenville,near,West Branch Du Page River,wrni2,River Stage/Flow Location,5540095.0,41.8175,88.171389,lot,ncrfc,il,43.0,Upper Mississippi Region,CST,No,,11.0,11.5,14.5,17.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=wrni2,hgirg,Yes,W,7 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,676.79,676.79,,,,5540130.0,-0.24,West Branch Du Page River,jam
534,1541303.0,"West Branch Susquehanna River at Hyde, PA",41.0045,-78.4567,2050201.0,EST,128,cfs,2022-08-14 18:00:00,2.84,ft,2022-08-14 18:00:00,3.0,2.4,0.01,0.35,1541303.0,Hyde,at,West Branch Susquehanna River,hyep1,River Stage/Flow Location,1541303.0,41.004444,78.456944,ctp,marfc,pa,33.0,Mid Atlantic Region,EST,No,1093.9,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=hyep1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,1093.9,,1093.9,,,1545500.0,-3.85,West Branch Susquehanna River,jam
566,1551500.0,"WB Susquehanna River at Williamsport, PA",41.2362,-76.9966,2050206.0,EST,1070,cfs,2022-08-14 18:15:00,0.04,ft,2022-08-14 18:15:00,10.0,0.94,0.01,33.33,1551500.0,Williamsport,at,West Branch Susquehanna River,wilp1,River Stage/Flow Location,1551500.0,41.236111,76.996944,ctp,marfc,pa,0.0,Mid Atlantic Region,EST,No,494.98,10.0,20.0,21.0,30.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=wilp1,hgirg,Yes,W,0 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,494.98,,494.98,,,1553025.0,-0.14,West Branch Susquehanna River,jam
3526,5476500.0,"Des Moines River at Estherville, IA",43.3993,-94.846,7100002.0,CST,0,,0000-00-00 00:00:00,2.51,ft,2022-08-14 17:00:00,,,0.01,0.4,5476500.0,Estherville,at,West Fork Des Moines River,esvi4,Stage/Flow and Precipitation Location,5476500.0,43.399142,94.845971,dmx,ncrfc,ia,63.0,Upper Mississippi Region,CST,No,,8.0,10.0,13.0,14.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=esvi4,hgirg,Yes,W,-9999 Feet,High Water,Yes,Yes,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,1247.55,,1247.55 ft,,,5476590.0,-0.99,West Fork Des Moines River,jam
1922,3058500.0,"WEST FORK RIVER AT BUTCHERVILLE, WV",39.0906,-80.4676,5020002.0,EST,177,cfs,2022-08-14 18:30:00,2.04,ft,2022-08-14 18:30:00,6.0,3.51,0.02,0.99,3058500.0,Butcherville,at,West Fork River,bcvw2,River Stage/Flow Location,3058500.0,39.090556,80.4675,rlx,ohrfc,wv,41.0,Ohio Region,EST,No,,12.0,16.0,18.0,19.3,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=bcvw2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,992.44,,,,993 ft,3058975.0,-0.38,West Fork River,jam
5166,8068090.0,"W Fk San Jacinto Rv abv Lk Houston nr Porter, TX",30.1412,-95.3382,12040101.0,CST,40.6,cfs,2022-08-14 17:45:00,56.72,ft,2022-08-14 17:45:00,5.2,14.69,0.05,0.09,8068090.0,Porter,near,West Fork San Jacinto River,poet2,River Stage/Flow Location,8068090.0,30.1412,95.3381,hgx,wgrfc,tx,339.0,Texas-Gulf Region,CST,No,,73.0,81.0,88.5,92.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=poet2,hgirg,Yes,W,0 Feet,High Water,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NAVD88,0.0,,,,,8069500.0,-0.07,West Fork San Jacinto River,jam
3876,6204050.0,West Rosebud Creek near Roscoe MT,45.2432,-109.731,10070005.0,MST,199,cfs,2022-08-14 16:00:00,1.32,ft,2022-08-14 16:00:00,3.0,1.53,0.01,0.76,6204050.0,Roscoe,near,West Rosebud Creek,wrdm8,River Stage/Flow Location,6204050.0,45.243056,109.730556,byz,mbrfc,mt,95.0,Missouri Region,MST,No,6535.6,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=byz&gage=wrdm8,hgirz,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD 1929,6535.6,,6535.6,,,6204070.0,-0.46,West Rosebud Creek,jam
4555,7060500.0,"White River at Calico Rock, AR",36.1167,-92.1431,11010004.0,CST,13800,cfs,2022-08-14 17:15:00,7.13,ft,2022-08-14 17:15:00,800.0,6.15,0.21,3.03,7060500.0,Calico Rock,at,White River,clra4,River Stage/Flow Location,7060500.0,36.116111,92.143056,lzk,lmrfc,ar,0.0,Arkansas-White-Red Region,CST,No,316.38 ft,16.0,19.0,25.0,30.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=clra4,hgirg,Yes,W,0 Feet,High Water,No,No,No,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 1929,316.38,,316.38 ft,,,7060728.0,-0.07,White River,jam
4557,7061000.0,"White River at Batesville, AR",35.7603,-91.6411,11010004.0,CST,37900,cfs,2022-05-07 21:45:00,9.36,ft,2022-08-14 17:00:00,,,0.08,0.86,7061000.0,Batesville,at,White River,baga4,River Stage/Flow Location,7061000.0,35.760278,91.641111,lzk,lmrfc,ar,0.0,Arkansas-White-Red Region,CST,No,,14.0,15.0,18.0,22.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=baga4,hgirg,Yes,W,0 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,,233.43,,,,233.43 ft,7074500.0,-0.94,White River,jam
5686,9306290.0,"WHITE RIVER BELOW BOISE CREEK, NEAR RANGELY, CO.",40.1797,-108.565,14050007.0,MST,87,cfs,2022-08-14 16:45:00,2.01,ft,2022-08-14 16:45:00,7.9,9.99,0.04,2.03,9306290.0,Rangely,near,White River (CO-UT),whbc2,River Stage/Flow Location,9306290.0,40.179693,108.565377,gjt,cbrfc,co,103.0,Upper Colorado Region,MST,No,5395 ft,7.5,8.0,9.0,11.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=whbc2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD29,5395.0,,5395 ft,,5395 ft,9306500.0,-1.5,White River (CO-UT),jam
2462,3347000.0,"WHITE RIVER AT MUNCIE, IN",40.2039,-85.3861,5120201.0,EST,40.7,cfs,2022-08-14 17:30:00,4.11,ft,2022-08-14 17:30:00,2.2,5.71,0.01,0.24,3347000.0,Muncie,at,White River (IN),miei3,River Stage/Flow Location,3347000.0,40.2039,85.3861,ind,ohrfc,in,35.0,Ohio Region,EST,No,915.90 ft,7.0,9.0,12.0,15.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=miei3,hgirg,Yes,W,0.0024 KCFS,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,915.46,915.46 ft,915.90 ft,,,3348130.0,-0.85,White River (IN),jam
2476,3351000.0,"WHITE RIVER NEAR NORA, IN",39.9106,-86.1055,5120201.0,EST,405,cfs,2022-08-14 17:00:00,2.42,ft,2022-08-14 17:00:00,5.0,1.25,0.01,0.41,3351000.0,82nd Street Bridge near Nora,at,White River (IN),nori3,River Stage/Flow Location,3351000.0,39.9106,86.1056,ind,ohrfc,in,97.0,Ohio Region,EST,Yes,710.94 ft,8.0,11.0,16.0,19.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=nori3,hgirg,Yes,W,0.12 KCFS,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,710.94,,710.94 ft,,,3351005.0,-0.37,White River (IN),jam
2482,3351201.0,"WHITE RIVER AT INDIANAPOLIS MUSEUM OF ART, IN",39.8312,-86.1855,5120201.0,EST,298,cfs,2022-08-14 17:15:00,3.51,ft,2022-08-14 17:15:00,4.0,1.36,0.01,0.29,3351201.0,Indianapolis Museum of Art,at,White River (IN),imai3,River Stage/Flow Location,3351201.0,39.831111,86.185556,ind,ohrfc,in,97.0,Ohio Region,EST,No,685.15 ft,8.0,12.0,16.0,25.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=imai3,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,685.15,,685.15 ft,,,3354000.0,-2.2,White River (IN),jam
3219,5062500.0,"WILD RICE RIVER AT TWIN VALLEY, MN",47.2656,-96.2475,9020108.0,CST,61,cfs,2022-08-14 17:45:00,2,ft,2022-08-14 17:45:00,1.5,2.52,0.01,0.5,5062500.0,Twin Valley,at,Wild Rice River (MN),twvm5,River Stage/Flow Location,5062500.0,47.265556,96.2475,fgf,ncrfc,mn,107.0,Souris-Red-Rainy Region,CST,No,1008.16 ft,9.0,10.0,12.0,14.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=twvm5,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD29,1008.16,,1008.16 ft,,,5064000.0,-0.24,Wild Rice River (MN),jam
4336,6879810.0,"WILDCAT C AT SCENIC DRIVE, MANHATTAN, KS",39.1884,-96.6426,10270101.0,CST,1.27,cfs,2022-08-14 17:15:00,2.57,ft,2022-08-14 17:15:00,0.15,13.39,0.01,0.39,6879810.0,Manhattan Scenic Drive,at,Wildcat Creek,mwck1,River Stage/Flow Location,6879810.0,39.188333,96.6425,top,mbrfc,ks,161.0,Missouri Region,CST,Yes,,9.0,14.0,17.0,23.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=mwck1,hgir2,Yes,W,-9999 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,1040.96,1040.96 ft,,,,6879815.0,-0.36,Wildcat Creek,jam
6628,14166000.0,"WILLAMETTE RIVER AT HARRISBURG, OR",44.2704,-123.174,17090003.0,PST,4430,cfs,2022-08-14 15:50:00,2.29,ft,2022-08-14 15:50:00,30.0,0.68,0.02,0.88,14166000.0,Harrisburg,at,Willamette River,haro3,River Stage/Flow Location,14166000.0,44.270401,123.173704,pqr,nwrfc,or,0.0,Pacific Northwest Region,PST,No,288.39 ft,10.8,14.0,0.0,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pqr&gage=haro3,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,No,No,Yes,NGVD29,288.39,,288.39 ft,,,14171600.0,-0.1,Willamette River,jam
4094,6481497.0,"WILLOW CREEK NEAR CROOKS, SD",43.6308,-96.8273,10170203.0,CST,0,,0000-00-00 00:00:00,3.47,ft,2022-08-14 17:45:00,,,0.02,0.58,6481497.0,Crooks,near,Willow Creek,wccs2,River Stage/Flow Location,6481497.0,43.630833,96.826944,fsd,mbrfc,sd,99.0,Missouri Region,CST,No,,8.0,9.0,11.0,13.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=wccs2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,1475.57,1475.57,,,,6609560.0,-0.02,Willow Creek,jam
3384,5398000.0,"WISCONSIN RIVER AT ROTHSCHILD, WI",44.8868,-89.6357,7070002.0,CST,2750,cfs,2022-08-14 17:00:00,13.75,ft,2022-08-14 17:00:00,70.0,2.61,0.06,0.44,5398000.0,Rothschild,at,Wisconsin River,rotw3,River Stage/Flow Location,5398000.0,44.885833,89.634722,grb,ncrfc,wi,73.0,Upper Mississippi Region,CST,No,1125.86 ft,18.0,25.0,27.0,28.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=grb&gage=rotw3,hgirp,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,1125.82,1125.82 ft,1125.86 ft,,,5400760.0,-0.35,Wisconsin River,jam
1412,2313000.0,"WITHLACOOCHEE RIVER AT SR 200 NEAR HOLDER, FL",28.9889,-82.3495,3100208.0,EST,375,cfs,2022-08-14 18:45:00,1.09,ft,2022-08-14 18:45:00,14.0,3.88,0.03,2.83,2313000.0,Holder at SR 200,near,Withlacoochee River (FL),hldf1,River Stage/Flow Location,2313000.0,28.988611,82.349722,tbw,serfc,fl,17.0,South Atlantic-Gulf Region,EST,Yes,,7.0,8.0,9.0,11.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tbw&gage=hldf1,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,No,Yes,Yes,No,Yes,NAVD88,26.61,,,,,2313200.0,-0.04,Withlacoochee River (FL),jam
1020,2112000.0,"YADKIN RIVER AT WILKESBORO, NC",36.1525,-81.1456,3040101.0,EST,439,cfs,2022-08-14 18:45:00,2.33,ft,2022-08-14 18:45:00,5.0,1.15,0.01,0.43,2112000.0,Wilkesboro,at,Yadkin River,wksn7,River Stage/Flow Location,2112000.0,36.1525,81.145556,rnk,serfc,nc,0.0,South Atlantic-Gulf Region,EST,No,942.35 ft,12.0,14.0,17.0,22.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=wksn7,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD 1929,942.35,,942.35 ft,,,2116500.0,-0.92,Yadkin River,jam
5671,9251000.0,"YAMPA RIVER NEAR MAYBELL, CO",40.5027,-108.033,14050002.0,MST,65.1,cfs,2022-08-14 16:15:00,1.29,ft,2022-08-14 16:15:00,3.7,6.03,0.02,1.57,9251000.0,Maybell,near,Yampa River,mblc2,River Stage/Flow Location,9251000.0,40.502747,108.033415,gjt,cbrfc,co,81.0,Upper Colorado Region,MST,No,5900.23 ft,10.0,12.0,13.0,14.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=mblc2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,5900.23,,5900.23 ft,,5900.23 ft,9260050.0,-0.61,Yampa River,jam
